user_id,user_value_segment,preferred_category,strategies_received,recommended_products,recommended_categories,avg_recommendation_score,avg_product_high_intent_rate,avg_seller_review_score
02bb0a3e6081abdf2c4d03d0069166b8,Medium Value,costruction_tools_tools,3,3,3,0.6751,0.9293,4.1192
02c639f8dd288caf7cc6dc66513c23b3,Medium Value,books_technical,3,3,3,0.6793,0.9293,4.1714
02c88975fab003e3b48958d6c5b2ad1b,Medium Value,pet_shop,3,3,3,0.686,0.8737,4.1378
02d01e34105848c4f70c643817d8b904,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
02da4d32a2cf298f82d850d77481da0c,High Value,furniture_decor,3,2,2,0.9137,0.8995,4.0101
02de760072b85fac1d78e167227a03fc,High Value,baby,3,3,3,0.7238,0.8065,3.9884
030059570d2bf6147d5d70cd727c3697,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
0303ef40ef95a500ba038e141c9b935b,Low Value,bed_bath_table,3,1,1,0.9149,0.877,3.8415
0309db53bd596593382d0accd83d292e,High Value,computers,3,3,3,0.7665,0.9102,4.0228
030b3bb8818a752ca223944036bad5d7,High Value,bed_bath_table,3,1,1,0.9316,0.877,3.8415
030fde5155e0240c5d3c55206fdadd6e,Medium Value,furniture_decor,3,2,2,0.9071,0.8995,4.0101
0318f66ddf6aa615fdb10d6d7b596194,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
032cfb33364e07ebcafb4b8a92d7eec4,Medium Value,sports_leisure,3,3,3,0.7016,0.9015,4.0378
032f099a21c8761425cdc7430b97fbc8,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
0336f24f20b52c8af2f0dd8e4697374b,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
033f95a250538be18d7285d28b40ba4d,Medium Value,unknown,3,3,3,0.7669,0.8954,4.0097
034cd8fe25a4127c957dcc3c559865e1,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
034f3cf671ecc03610f2ce339ee72f4b,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
0356f958b9250c6ef4084945c9e395a5,High Value,pet_shop,3,3,3,0.6927,0.8737,4.1378
038b7fcc842de60dd02e9ce81e2d44bf,Low Value,garden_tools,3,2,2,0.8384,0.9232,3.9449
039ddbe14ea350d861b9422a9ca43b0b,High Value,housewares,3,3,3,0.7373,0.8983,3.9855
03b67e2663060cffc84005d6775fda6a,Medium Value,luggage_accessories,3,3,3,0.7117,0.9232,3.9884
03c30046bcd7d616fd8bab4f77ccabb2,High Value,fashion_bags_accessories,3,3,3,0.7235,0.8864,3.9651
03cca3425d9c7604e4781b58cb4092bb,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
03cccac05d316dc60827fa7abedd608e,High Value,home_confort,3,2,2,0.664,0.8572,4.0569
03d32fb1ecfa4d9f7bbb6918614662ae,High Value,housewares,3,3,3,0.7373,0.8983,3.9855
03d6d26278c85d9b4899c13c7d3929a3,Medium Value,toys,3,3,3,0.7029,0.9023,4.128
03e8a26864627ee0c7fb470b46cbaee7,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
03f05c2a180d57b7451f87cb4864ba53,High Value,watches_gifts,3,2,2,0.8498,0.9095,3.9624
0417c5c4535764e979a11b19edfef588,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
0424f43302f219c1caa5952be1804f54,Medium Value,toys,3,3,3,0.7029,0.9023,4.128
04296cfd4c18a71d06f5d34d8c72a6ad,Medium Value,stationery,3,3,3,0.7069,0.9076,4.0317
0437cfec74524dfc1fc5a78c8d085a9d,Low Value,auto,3,3,3,0.7061,0.9068,4.0676
043aee247e71edff7045664609f4d806,High Value,bed_bath_table,3,1,1,0.9316,0.877,3.8415
043ed8f32fb896008b1f56c248fe032a,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
0484f4053df3702347e3b260d0eccf39,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
0489f338b80bcaa08f7a66b87cb16145,High Value,health_beauty,3,2,2,0.8271,0.9035,4.1624
048dbdf8f9bbd1be87b25868d1408311,High Value,bed_bath_table,3,1,1,0.9316,0.877,3.8415
04a056b82a00e7755b1f136ec509b542,Medium Value,housewares,3,3,3,0.7306,0.8983,3.9855
04a232f2814cedb64eb5f2f89b820d95,High Value,toys,3,3,3,0.7095,0.9023,4.128
04ae0d3a4945863f5612f80fb3cb9c6c,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
04ae6453ac0b2807721d210786d83b50,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
04b08ed14e6fd1812c21314c07512758,Medium Value,pet_shop,3,3,3,0.686,0.8737,4.1378
04b3b974dfe285ac9f2eb96a6a9cbb9c,High Value,watches_gifts,3,2,2,0.8498,0.9095,3.9624
04d5d81451e0a6378b103c143688ae23,Medium Value,furniture_decor,3,2,2,0.7154,0.9048,3.9973
04df65bf8cfc1410cb2c66cd6d9be4b9,High Value,baby,3,3,3,0.7238,0.8065,3.9884
04e5a8efc73cc750a235284e801a2d28,Low Value,electronics,3,3,3,0.6859,0.8758,3.9873
04ecdc3e754a48294d832436960a3280,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
04f55c4c90c603c6b60a85845295e96f,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
05102edcc74b484b058bf555a410a2b1,High Value,electronics,3,3,3,0.7025,0.8758,3.9873
05253cc1e18f357919d8f21a65a3b604,Medium Value,housewares,3,3,3,0.7306,0.8983,3.9855
052ee9dccb43ae9d47e3181d468f73e8,Medium Value,perfumery,3,3,3,0.7205,0.9003,4.0266
0535470cf036d0c7242c67b16a16d5f7,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
0573d0e58acad0252c134f6f8b5e20ec,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
0588cca7a35c8d68b0503d9ae53dee38,High Value,market_place,3,3,3,0.6817,0.9293,4.1714
05a2a8159b5f30e79614ae9e14cafc4a,Low Value,housewares,3,3,3,0.7206,0.8983,3.9855
05f06904666d36948d18c4e5fa12068f,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
05f5af0b8213fa1b6e28e7ed7a47a300,Low Value,bed_bath_table,3,1,1,0.9149,0.877,3.8415
060874c9cbadb6df3d73ddea97e55bf7,Medium Value,auto,3,3,3,0.7161,0.9068,4.0676
06111e0492566045ae9964005f551856,Low Value,bed_bath_table,3,1,1,0.9149,0.877,3.8415
061784cb4a30fb30586e5ff38ff8017d,Medium Value,housewares,3,3,3,0.7306,0.8983,3.9855
062d40ed42ac84fe9d779277fb7ed109,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
062db47088ed7f674d6716ebeeb9e6b9,High Value,garden_tools,3,2,2,0.855,0.9232,3.9449
063588f5ffa31febfaad35085b4582e1,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
063f44f27765471c1e374ba8f83396d9,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
063fee07c7dbecc77179dfc57d36f759,High Value,bed_bath_table,3,1,1,0.9316,0.877,3.8415
064061cc62ae63f003a21741850d1fad,Low Value,watches_gifts,3,2,2,0.8331,0.9095,3.9624
064ab365e1c4df2ecc60b89aae2ebafd,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
064acbd9e11224b6714ff050c761f30c,Medium Value,office_furniture,3,3,3,0.6921,0.9007,3.7644
0651a4266868ef41eb31479123ced82d,Low Value,fashion_bags_accessories,3,3,3,0.7068,0.8864,3.9651
065938485846aa5adc196cb536de42e0,High Value,auto,3,3,3,0.7128,0.9112,4.1253
0659c25d5236321b64129e6c3ac48ea4,High Value,auto,3,3,3,0.7227,0.9068,4.0676
066b01c374d8622b0b4882e2063bc91e,Low Value,stationery,3,3,3,0.6969,0.9076,4.0317
068be1461b57abc604678efe3ec659c2,Low Value,housewares,3,3,3,0.7206,0.8983,3.9855
068bf1b6ad5389ef7fd0b25926059be9,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
0690b2040ff6ad179db480b955894416,Low Value,furniture_decor,3,2,2,0.7054,0.9048,3.9973
0690c2d69698335f19976f6325e9425a,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
06a230ee53830547ef358d83218bc975,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
06b609212808563b18a3f818b86dd01d,Medium Value,garden_tools,3,2,2,0.8484,0.9232,3.9449
06c18dc9dc7a01e3322f4e9245dac0ed,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
06cb9de4265f5e18327a1e4608a1c85c,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
06d2f8b660a9c52438a6aa591c6a4244,Medium Value,auto,3,3,3,0.7161,0.9068,4.0676
06d6ef0108facd21660d53ac8866b138,Low Value,electronics,3,3,3,0.6859,0.8758,3.9873
06d80c56f0963ba775b0fd784bd01026,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
06d82374cfbe2ab1833779e39d91cde4,Low Value,pet_shop,3,3,3,0.676,0.8737,4.1378
06fd1118f6adf43bf9aea1c5cae6d0da,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
070da753b3edceb495ca2ab66085455e,High Value,perfumery,3,3,3,0.7272,0.9003,4.0266
072eaaf493a702efb084b235bf293bc1,Medium Value,cool_stuff,3,3,3,0.7582,0.9028,4.1605
0743b713491288c714984cedb2daca6e,Medium Value,art,3,3,3,0.6754,0.9293,4.0427
0744ffc2d960f2032b7266279c3ac13b,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
074f6402565f35186c70908e5a47315d,Low Value,baby,3,3,3,0.7072,0.8065,3.9884
075184ee2e1b9812f7cc980b787a4ac8,Low Value,furniture_decor,3,2,2,0.8971,0.8995,4.0101
07631da297e03969f8a504ce3dbd905e,Low Value,electronics,3,3,3,0.6859,0.8758,3.9873
076dc8d838b4a277c14d6e67445b04bb,Medium Value,stationery,3,3,3,0.7069,0.9076,4.0317
07716110b84aa77735b7ee2cfde61e5e,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
077429d0b4ec15bbada7d1317f67273f,Medium Value,computers_accessories,3,2,2,0.8979,0.8968,4.113
077a370284eea3452bb0ff82082da8f8,Low Value,food,3,3,3,0.6919,0.9097,4.0049
07d980dc24f39e66a3398573341d8820,Low Value,electronics,3,3,3,0.6859,0.8758,3.9873
07df139093b720d6512c49da2980e3ee,Low Value,furniture_decor,3,2,2,0.8971,0.8995,4.0101
07e06867523dbfd3bf0ae7f3a3ed3961,Medium Value,sports_leisure,3,3,3,0.7016,0.9015,4.0378
08077de3206c5ac1db1cff7c5a57c1bd,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
080c8e3b883e668f0c1586f625ae83d6,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
080da170b6d87c6c6e261c68e1673320,High Value,consoles_games,3,3,3,0.7207,0.9011,4.0121
0818cf2b15a3b4ba451758083d57b9bf,High Value,auto,3,3,3,0.7227,0.9068,4.0676
082e7aee329ca529ceaf14dfc020bf69,Low Value,baby,3,3,3,0.7072,0.8065,3.9884
083498d5fbdd0f87b140bdcfbc55dbe7,Medium Value,baby,3,3,3,0.7172,0.8065,3.9884
083f9c55bf04dc9af3749412568f9f6e,Low Value,housewares,3,3,3,0.7206,0.8983,3.9855
084d29b95577d79bd5ce9019727daa66,High Value,garden_tools,3,2,2,0.855,0.9232,3.9449
084eda32e5a95a9a5977273dab99ca9f,Medium Value,sports_leisure,3,3,3,0.7016,0.9015,4.0378
086371743c5ec9485f9b4bfd20e60b48,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
086c23cd71cfaf4b2e41b18dd4f088c3,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
0876a5ca1dc1c5800e5c017cb2d94ce7,High Value,baby,3,3,3,0.7238,0.8065,3.9884
08864f72019b5bc76a1377d4b1f89a52,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
088bb403a7bf757c144df6b2b3bdd816,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
0892619e402385e9022281e4aa132121,Medium Value,unknown,3,3,3,0.7669,0.8954,4.0097
08956f78b05a629117296cd7fea74142,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
089b6478aff75229f5abd18d5c8fcc28,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
08af270792ec7cdbc72fe11c1c353695,Low Value,toys,3,3,3,0.687,0.8951,4.0698
08bc1c085458de2b392e8fc83c629775,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
08bf80050747f02a7b29b40f967e1f49,Low Value,auto,3,3,3,0.7061,0.9068,4.0676
08c04a8a50999450b2f003c9dd6fc6b6,Medium Value,toys,3,3,3,0.697,0.8951,4.0698
08c1b64fbaaeffe33ffb68f2629effac,Low Value,toys,3,3,3,0.6929,0.9023,4.128
08c3fdfa4f7ae2a1cd0f8e3c5b28945d,Medium Value,baby,3,3,3,0.7172,0.8065,3.9884
08c64a66736d94ea0a55c397c9da85fc,Medium Value,furniture_decor,3,2,2,0.9071,0.8995,4.0101
08f362d3fe638add11e6a95a6d7f315d,Low Value,bed_bath_table,3,1,1,0.9149,0.877,3.8415
08f39bc6b746bc26013fa99b725e83e6,High Value,bed_bath_table,3,1,1,0.9316,0.877,3.8415
090a8157551913c8c7e69deac152e734,Medium Value,unknown,3,3,3,0.7669,0.8954,4.0097
090e173ce1d7d8dda9e3e9044b51c5c2,Low Value,baby,3,3,3,0.7072,0.8065,3.9884
093c898c1a366b534f06d9803672182b,Unknown,auto,3,3,3,0.7061,0.9068,4.0676
0987afae3c26e659141ac3e4c996c5ee,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
09a80255e081de716a9f8d1fab9e20b2,Low Value,cool_stuff,3,3,3,0.7482,0.9028,4.1605
09cd73b13f103e47ce13675b4a4b36f3,High Value,bed_bath_table,3,1,1,0.9316,0.877,3.8415
09ce636381b66340d1ff57c1d88b62d9,Medium Value,cool_stuff,3,3,3,0.7582,0.9028,4.1605
09cf3752fcf1842feecece3973104f34,High Value,perfumery,3,3,3,0.7272,0.9003,4.0266
09e1ddd9b6497a73ad5ec4c93038aa30,Medium Value,baby,3,3,3,0.7172,0.8065,3.9884
0a035d8e44a6712f93ad10da223c228e,Medium Value,watches_gifts,3,2,2,0.8431,0.9095,3.9624
0a03bcd725fb6d109ac5cffe3fe3556f,Low Value,furniture_decor,3,2,2,0.8971,0.8995,4.0101
0a1900255aeff59cad6626afe47f1997,High Value,toys,3,3,3,0.7095,0.9023,4.128
0a330eeeee86fe56f383e11837e7df05,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
0a609db8d244100909a15d65eadf8539,High Value,bed_bath_table,3,1,1,0.9316,0.877,3.8415
0a6483c85a088be9fc6c9d3a64539e1d,Medium Value,watches_gifts,3,2,2,0.8431,0.9095,3.9624
0a672c9d66a69aab1e7fa532288587f9,Unknown,auto,3,3,3,0.7061,0.9068,4.0676
0a6d2167c2d7d056f5e1b1680c23d744,Medium Value,telephony,3,3,3,0.7046,0.923,4.0228
0a91529edd0e0e5aaf2d64f8ecd9dfa8,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
0a9c9aaa863ad9eca2a8c0d2f5d9f4ba,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
0aad3799f4abdb509390ae56d26a721a,Medium Value,toys,3,3,3,0.7029,0.9023,4.128
0ab5cbb0ac648b42aaa02d47741e1d7b,Medium Value,food,3,3,3,0.7019,0.9097,4.0049
0abe5d10704d109ca08469de86025b9b,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
0ac4290ef20dbb038df604878e2ef1a1,Low Value,watches_gifts,3,2,2,0.8331,0.9095,3.9624
0ad5b33e65fd26983d6c0dc889a5ed3a,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
0af1a64aee6e92bed8c5467cd8946b39,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
0af6f99ca609ca8bcea3854fa188db1a,Medium Value,stationery,3,3,3,0.7069,0.9076,4.0317
0af9e2cf24bbd44ec390c828b1eb7356,Low Value,sports_leisure,3,3,3,0.6916,0.9015,4.0378
0b09c28996bf229b8917bca89b5edd4f,Low Value,garden_tools,3,2,2,0.8384,0.9232,3.9449
0b11937f7f94a269cc94a3378be84839,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
0b12380f101acc59965ed2ddec9dd9c9,Medium Value,musical_instruments,3,3,3,0.7114,0.9293,4.1154
0b30ccafbd520906e5be3e08f12d3b17,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
0b31ab97144f6b55004e80c281016bc1,Low Value,audio,3,3,3,0.6805,0.8876,3.9862
0b359b28a045abf2876987ccce010ac5,Unknown,baby,3,3,3,0.7072,0.8065,3.9884
0b443fc9b9241731f7d66e6ba1f3bd18,Low Value,bed_bath_table,3,1,1,0.9149,0.877,3.8415
0b468d4e4519daa1645ca5a2741b1ddd,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
0b49c33f53bc3d731cfc40dd36cc1b31,Medium Value,baby,3,3,3,0.7172,0.8065,3.9884
0b4ca72e4c8e1672f6376f8d261712a8,Medium Value,art,3,3,3,0.7085,0.8576,3.9401
0b70d1e8e5462729e993c3e82ba3d5f1,High Value,garden_tools,3,2,2,0.855,0.9232,3.9449
0b893f662f1b6f8b4ef8d76d1006e174,Medium Value,office_furniture,3,3,3,0.6921,0.9007,3.7644
0ba9d637cf0cbc196074c1858311f981,Medium Value,fashion_shoes,3,3,3,0.676,0.9293,4.0653
0bb0bf5f78b329ed01145551d20c94b6,Low Value,housewares,3,3,3,0.7206,0.8983,3.9855
0bb5e531355787abe857323e3d7a8acd,Medium Value,stationery,3,3,3,0.7069,0.9076,4.0317
0bc5a6f1cf5d5831a16ee42effe67e15,High Value,consoles_games,3,3,3,0.7207,0.9011,4.0121
0bd8244133096b90feb71dcb6e496ae8,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
0be419a69453900fff1337bc4c3e0f0f,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
0be6fe889a8bc9c09d29602bf76ea1b8,Unknown,toys,3,3,3,0.6929,0.9023,4.128
0bec996c01ab41b9409121a4b16d38e8,High Value,costruction_tools_garden,3,3,3,0.6834,0.9293,4.0853
0bf11fa04dec52b6081f5c47dc14399c,Medium Value,musical_instruments,3,3,3,0.7114,0.9293,4.1154
0c083b33d177ff8667fde152bd646ef7,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
0c2018c190ac0a6c5a02c0bcbfaf2129,High Value,office_furniture,3,3,3,0.6987,0.9007,3.7644
0c2af34ba2bedcc4360ecec5c55affe8,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
0c390b03d9ff475efe45768f11558887,High Value,computers_accessories,3,2,2,0.9046,0.8968,4.113
0c4565a30cb19f2b06041fa8214adb13,High Value,watches_gifts,3,2,2,0.8498,0.9095,3.9624
0c543525744d6929abf36c89a8fded26,Low Value,perfumery,3,3,3,0.7096,0.9104,4.1009
0c5c596ff335ad6b91e78f1f328d030b,Low Value,telephony,3,3,3,0.6946,0.923,4.0228
0c5df8b7d31cf58ac1bca81046fa8efb,Medium Value,sports_leisure,3,3,3,0.7016,0.9015,4.0378
0c5e206ec36cc859ac0b248f2ad72e6e,Medium Value,bed_bath_table,3,2,2,0.7505,0.9189,4.1732
0c6622facae49819fe1591fcc9737bb2,High Value,toys,3,3,3,0.7095,0.9023,4.128
0c685c2349d180f3743f1d1f204ed424,High Value,auto,3,3,3,0.7227,0.9068,4.0676
0c70bfbb79f0dde177767472f49c1b2f,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
0c926ffb5cf7eeec88d58fc8cc6b4379,Low Value,computers_accessories,3,2,2,0.8879,0.8968,4.113
0c95f9d075d059aa3cf7bc215d5ba259,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
0cba50542577373c3715ebc396f759b1,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
0cd32c8eb5c560e60490f220f2b35d6e,Medium Value,health_beauty,3,2,2,0.8539,0.8941,4.0927
0d063c0af63deb742dfa531f972b8c9d,High Value,cool_stuff,3,3,3,0.7649,0.9028,4.1605
0d086121374abc7682c5ec5bc50373b6,High Value,furniture_decor,3,2,2,0.9137,0.8995,4.0101
0d0f7471391c3a72f18f22c34fc5187e,High Value,sports_leisure,3,3,3,0.7082,0.9015,4.0378
0d205c3a77c323684c7e9fa525448110,Low Value,stationery,3,3,3,0.6969,0.9076,4.0317
0d332bf04a40163ca5b88413815acbfa,Medium Value,computers_accessories,3,2,2,0.8979,0.8968,4.113
0d3394dad534976f75bb0133fe18bd63,Medium Value,baby,3,3,3,0.7172,0.8065,3.9884
0d34b91482366853b376e25b1defe215,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
0d49581899736d82522c6aeb7f7f63dd,Low Value,health_beauty,3,2,2,0.8439,0.8941,4.0927
0d64c4d942be55faed0e67920d65b3de,High Value,unknown,3,3,3,0.7735,0.8954,4.0097
0d67ad11dcae1b1a8d1d7e4e78f2f201,Medium Value,auto,3,3,3,0.7161,0.9068,4.0676
0d6c318ebc31449b97e091106ab53755,Low Value,cool_stuff,3,3,3,0.7482,0.9028,4.1605
0d71975ec31d1af28888d829fb126c25,Medium Value,bed_bath_table,3,1,1,0.9249,0.877,3.8415
0d7241c7fb49c1be6e75c9fe99e0822c,High Value,bed_bath_table,3,1,1,0.9316,0.877,3.8415
0d751000fd32619b009912a54a46a22c,Medium Value,bed_bath_table,3,2,2,0.7505,0.9189,4.1732
0d77d20b2c7c92602b0c4ec4fe5997af,High Value,health_beauty,3,2,2,0.8605,0.8941,4.0927
