user_id,user_value_segment,preferred_category,strategy,recommended_product_id,recommended_seller_id,recommended_category,recommendation_score,product_avg_price,product_avg_review_score,product_high_intent_rate,seller_avg_review_score,seller_late_delivery_rate,user_avg_model_lead_score,user_high_intent_rate,experiment_group,recommendation_date
10e1df2717597281c5cffa0e0a7ca7cb,High Value,bed_bath_table,category_preference,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.5,1.0,treatment_category,2026-01-01
10e1df2717597281c5cffa0e0a7ca7cb,High Value,bed_bath_table,intent_aware,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,1.0809,88.15,3.9444,0.877,3.8415,0.097,99.5,1.0,treatment_intent,2026-01-01
6baee3008124f2fd07c61fc8169ad485,High Value,sports_leisure,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,100.0,1.0,control,2026-01-01
6baee3008124f2fd07c61fc8169ad485,High Value,sports_leisure,category_preference,e44f675b60b3a3a2453ec36421e06f0f,218d46b86c1881d022bce9c68a7d4b15,sports_leisure,0.2854,106.54,4.1548,0.9167,4.1774,0.0833,100.0,1.0,treatment_category,2026-01-01
6baee3008124f2fd07c61fc8169ad485,High Value,sports_leisure,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9824,71.35,4.0538,0.9108,4.0944,0.0645,100.0,1.0,treatment_intent,2026-01-01
464193cf6272121b43724986e3dd7cc7,Low Value,housewares,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,98.72,1.0,control,2026-01-01
464193cf6272121b43724986e3dd7cc7,Low Value,housewares,category_preference,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,housewares,0.3725,59.39,4.0056,0.9071,4.0205,0.041,98.72,1.0,treatment_category,2026-01-01
464193cf6272121b43724986e3dd7cc7,Low Value,housewares,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9324,71.35,4.0538,0.9108,4.0944,0.0645,98.72,1.0,treatment_intent,2026-01-01
c564843d3f0bceb0c0dfa56a3fb35299,Low Value,baby,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.9,1.0,control,2026-01-01
c564843d3f0bceb0c0dfa56a3fb35299,Low Value,baby,category_preference,25c38557cf793876c5abdd5931f922db,5dceca129747e92ff8ef7a997dc4f8ca,baby,0.3322,1023.88,2.7368,0.6316,4.0292,0.0525,99.9,1.0,treatment_category,2026-01-01
c564843d3f0bceb0c0dfa56a3fb35299,Low Value,baby,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9324,71.35,4.0538,0.9108,4.0944,0.0645,99.9,1.0,treatment_intent,2026-01-01
52e57dd9218d99ea21b26f00c9151761,Low Value,watches_gifts,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,98.35,1.0,control,2026-01-01
52e57dd9218d99ea21b26f00c9151761,Low Value,watches_gifts,category_preference,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,watches_gifts,0.6662,116.68,4.2056,0.9257,4.0228,0.1121,98.35,1.0,treatment_category,2026-01-01
52e57dd9218d99ea21b26f00c9151761,Low Value,watches_gifts,intent_aware,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,watches_gifts,0.9762,116.68,4.2056,0.9257,4.0228,0.1121,98.35,1.0,treatment_intent,2026-01-01
a8df31b568556605935ad291fa8cc166,High Value,construction_tools_lights,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.89,1.0,control,2026-01-01
a8df31b568556605935ad291fa8cc166,High Value,construction_tools_lights,category_preference,a02d0123079f4ae96001ba2010d1a2df,1025f0e2d44d7041d6cf58b6550e0bfa,construction_tools_lights,0.2976,241.96,4.2143,0.9107,3.8789,0.0669,99.89,1.0,treatment_category,2026-01-01
a8df31b568556605935ad291fa8cc166,High Value,construction_tools_lights,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9824,71.35,4.0538,0.9108,4.0944,0.0645,99.89,1.0,treatment_intent,2026-01-01
4e2d666f4bbc94a8ded712172a433d65,High Value,bed_bath_table,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.57,1.0,control,2026-01-01
4e2d666f4bbc94a8ded712172a433d65,High Value,bed_bath_table,category_preference,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.57,1.0,treatment_category,2026-01-01
4e2d666f4bbc94a8ded712172a433d65,High Value,bed_bath_table,intent_aware,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,1.0809,88.15,3.9444,0.877,3.8415,0.097,99.57,1.0,treatment_intent,2026-01-01
964751adbadc2423f8fc9d924239fffc,Low Value,consoles_games,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,100.0,1.0,control,2026-01-01
964751adbadc2423f8fc9d924239fffc,Low Value,consoles_games,category_preference,0aabfb375647d9738ad0f7b4ea3653b1,37515688008a7a40ac93e3b2e4ab203f,consoles_games,0.3228,24.0,4.2199,0.9155,4.1004,0.0795,100.0,1.0,treatment_category,2026-01-01
964751adbadc2423f8fc9d924239fffc,Low Value,consoles_games,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9324,71.35,4.0538,0.9108,4.0944,0.0645,100.0,1.0,treatment_intent,2026-01-01
08077de3206c5ac1db1cff7c5a57c1bd,Medium Value,health_beauty,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.98,1.0,control,2026-01-01
08077de3206c5ac1db1cff7c5a57c1bd,Medium Value,health_beauty,category_preference,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,health_beauty,0.6942,327.63,4.2371,0.9026,4.2183,0.131,99.98,1.0,treatment_category,2026-01-01
08077de3206c5ac1db1cff7c5a57c1bd,Medium Value,health_beauty,intent_aware,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,health_beauty,1.0105,327.63,4.2371,0.9026,4.2183,0.131,99.98,1.0,treatment_intent,2026-01-01
f163051a709c21d669ab7c6db86a8770,Unknown,computers_accessories,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,91.34,1.0,control,2026-01-01
f163051a709c21d669ab7c6db86a8770,Unknown,computers_accessories,category_preference,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,computers_accessories,0.7795,137.41,4.2892,0.9067,4.2487,0.0492,91.34,1.0,treatment_category,2026-01-01
f163051a709c21d669ab7c6db86a8770,Unknown,computers_accessories,intent_aware,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,computers_accessories,1.0273,137.41,4.2892,0.9067,4.2487,0.0492,91.34,1.0,treatment_intent,2026-01-01
064ab365e1c4df2ecc60b89aae2ebafd,Low Value,health_beauty,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.93,1.0,control,2026-01-01
064ab365e1c4df2ecc60b89aae2ebafd,Low Value,health_beauty,category_preference,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,health_beauty,0.6942,327.63,4.2371,0.9026,4.2183,0.131,99.93,1.0,treatment_category,2026-01-01
064ab365e1c4df2ecc60b89aae2ebafd,Low Value,health_beauty,intent_aware,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,health_beauty,0.9805,327.63,4.2371,0.9026,4.2183,0.131,99.93,1.0,treatment_intent,2026-01-01
55d4993be2982ae8d92800d400980b30,High Value,housewares,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.55,1.0,control,2026-01-01
55d4993be2982ae8d92800d400980b30,High Value,housewares,category_preference,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,housewares,0.3725,59.39,4.0056,0.9071,4.0205,0.041,99.55,1.0,treatment_category,2026-01-01
55d4993be2982ae8d92800d400980b30,High Value,housewares,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9824,71.35,4.0538,0.9108,4.0944,0.0645,99.55,1.0,treatment_intent,2026-01-01
3b89072eb40baa6595e30a2d4ed1f4da,Low Value,food_drink,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,100.0,1.0,control,2026-01-01
3b89072eb40baa6595e30a2d4ed1f4da,Low Value,food_drink,category_preference,992197904e1d4f0bf3994652373188e4,a3dd39f583bc80bd8c5901c95878921e,food_drink,0.2112,215.56,4.75,0.9167,4.5946,0.027,100.0,1.0,treatment_category,2026-01-01
3b89072eb40baa6595e30a2d4ed1f4da,Low Value,food_drink,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9324,71.35,4.0538,0.9108,4.0944,0.0645,100.0,1.0,treatment_intent,2026-01-01
7e7fc3003584df59be31abba5784d8e5,Medium Value,bed_bath_table,popularity_based,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.8019,71.35,4.0538,0.9108,4.0944,0.0645,99.82,1.0,control,2026-01-01
7e7fc3003584df59be31abba5784d8e5,Medium Value,bed_bath_table,category_preference,f1c7f353075ce59d8a6f3cf58f419c9c,37be5a7c751166fbc5f8ccba4119e043,bed_bath_table,0.4871,194.72,4.3856,0.9351,4.3309,0.0252,99.82,1.0,treatment_category,2026-01-01
7e7fc3003584df59be31abba5784d8e5,Medium Value,bed_bath_table,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9624,71.35,4.0538,0.9108,4.0944,0.0645,99.82,1.0,treatment_intent,2026-01-01
581c85ba0bfacbdb3f21e5ac6fd2187a,Low Value,toys,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,100.0,1.0,control,2026-01-01
581c85ba0bfacbdb3f21e5ac6fd2187a,Low Value,toys,category_preference,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,toys,0.2893,43.97,4.3636,0.9192,4.4481,0.0504,100.0,1.0,treatment_category,2026-01-01
581c85ba0bfacbdb3f21e5ac6fd2187a,Low Value,toys,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9324,71.35,4.0538,0.9108,4.0944,0.0645,100.0,1.0,treatment_intent,2026-01-01
a1c839a978e05fedd92fec96d4ea685d,High Value,office_furniture,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,98.36,1.0,control,2026-01-01
a1c839a978e05fedd92fec96d4ea685d,High Value,office_furniture,category_preference,aba86c093ccdbac75b09111d57e50004,7c67e1448b00f6e969d365cea6b010ab,office_furniture,0.231,119.64,3.9123,0.9298,3.3572,0.0886,98.36,1.0,treatment_category,2026-01-01
a1c839a978e05fedd92fec96d4ea685d,High Value,office_furniture,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9824,71.35,4.0538,0.9108,4.0944,0.0645,98.36,1.0,treatment_intent,2026-01-01
519d28a422fb85636a2d790fd34cb159,Medium Value,pet_shop,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.65,1.0,control,2026-01-01
519d28a422fb85636a2d790fd34cb159,Medium Value,pet_shop,category_preference,a4aa7c1427c31344e5f7cc3d839fe562,66922902710d126a0e7d26b0e3805106,pet_shop,0.2388,102.05,4.4634,0.8333,4.4774,0.071,99.65,1.0,treatment_category,2026-01-01
519d28a422fb85636a2d790fd34cb159,Medium Value,pet_shop,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9624,71.35,4.0538,0.9108,4.0944,0.0645,99.65,1.0,treatment_intent,2026-01-01
ab652e677e82ebb2f1617988d70f9f6c,Low Value,sports_leisure,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,100.0,1.0,control,2026-01-01
ab652e677e82ebb2f1617988d70f9f6c,Low Value,sports_leisure,category_preference,e44f675b60b3a3a2453ec36421e06f0f,218d46b86c1881d022bce9c68a7d4b15,sports_leisure,0.2854,106.54,4.1548,0.9167,4.1774,0.0833,100.0,1.0,treatment_category,2026-01-01
ab652e677e82ebb2f1617988d70f9f6c,Low Value,sports_leisure,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9324,71.35,4.0538,0.9108,4.0944,0.0645,100.0,1.0,treatment_intent,2026-01-01
24fb0fba6a84b9d812b55fc924ad9c9f,Medium Value,bed_bath_table,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.93,1.0,control,2026-01-01
24fb0fba6a84b9d812b55fc924ad9c9f,Medium Value,bed_bath_table,category_preference,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.93,1.0,treatment_category,2026-01-01
24fb0fba6a84b9d812b55fc924ad9c9f,Medium Value,bed_bath_table,intent_aware,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,1.0609,88.15,3.9444,0.877,3.8415,0.097,99.93,1.0,treatment_intent,2026-01-01
a8d4b30682739775c40e7988379edcfc,High Value,furniture_bedroom,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,98.94,1.0,control,2026-01-01
a8d4b30682739775c40e7988379edcfc,High Value,furniture_bedroom,category_preference,0e2d52789a024cfd6f9204778320a8e5,f181738b150df1f37cb0bd72e705b193,furniture_bedroom,0.2163,219.75,5.0,1.0,4.4865,0.0811,98.94,1.0,treatment_category,2026-01-01
a8d4b30682739775c40e7988379edcfc,High Value,furniture_bedroom,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9824,71.35,4.0538,0.9108,4.0944,0.0645,98.94,1.0,treatment_intent,2026-01-01
a5f68028c4993483b7530b094f427744,High Value,toys,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,95.27,1.0,control,2026-01-01
a5f68028c4993483b7530b094f427744,High Value,toys,category_preference,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,toys,0.2893,43.97,4.3636,0.9192,4.4481,0.0504,95.27,1.0,treatment_category,2026-01-01
a5f68028c4993483b7530b094f427744,High Value,toys,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9824,71.35,4.0538,0.9108,4.0944,0.0645,95.27,1.0,treatment_intent,2026-01-01
3861c85f53f434ce41f9d40f3fffd058,Medium Value,housewares,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.89,1.0,control,2026-01-01
3861c85f53f434ce41f9d40f3fffd058,Medium Value,housewares,category_preference,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,housewares,0.3725,59.39,4.0056,0.9071,4.0205,0.041,99.89,1.0,treatment_category,2026-01-01
3861c85f53f434ce41f9d40f3fffd058,Medium Value,housewares,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9624,71.35,4.0538,0.9108,4.0944,0.0645,99.89,1.0,treatment_intent,2026-01-01
10effbd35211616a40d0dda1bcd8cfcd,High Value,toys,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,100.0,1.0,control,2026-01-01
10effbd35211616a40d0dda1bcd8cfcd,High Value,toys,category_preference,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,toys,0.2893,43.97,4.3636,0.9192,4.4481,0.0504,100.0,1.0,treatment_category,2026-01-01
10effbd35211616a40d0dda1bcd8cfcd,High Value,toys,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9824,71.35,4.0538,0.9108,4.0944,0.0645,100.0,1.0,treatment_intent,2026-01-01
3949a019223422cf30a6be3fc82f7982,High Value,watches_gifts,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.52,1.0,control,2026-01-01
3949a019223422cf30a6be3fc82f7982,High Value,watches_gifts,category_preference,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,watches_gifts,0.6662,116.68,4.2056,0.9257,4.0228,0.1121,99.52,1.0,treatment_category,2026-01-01
3949a019223422cf30a6be3fc82f7982,High Value,watches_gifts,intent_aware,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,watches_gifts,1.0262,116.68,4.2056,0.9257,4.0228,0.1121,99.52,1.0,treatment_intent,2026-01-01
1aa6f4e663c92842d75df617ccd2f4c9,Medium Value,electronics,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.98,1.0,control,2026-01-01
1aa6f4e663c92842d75df617ccd2f4c9,Medium Value,electronics,category_preference,7ce94ab189134e2d3c05f496d635419c,8b321bb669392f5163d04c59e235e066,electronics,0.2683,13.65,4.0476,0.8396,4.0259,0.0866,99.98,1.0,treatment_category,2026-01-01
1aa6f4e663c92842d75df617ccd2f4c9,Medium Value,electronics,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9624,71.35,4.0538,0.9108,4.0944,0.0645,99.98,1.0,treatment_intent,2026-01-01
d888f2a730513e235933fcc68ca8285a,Medium Value,signaling_and_security,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.75,1.0,control,2026-01-01
d888f2a730513e235933fcc68ca8285a,Medium Value,signaling_and_security,category_preference,fe0c30fb2df4e35bc7319b277ddbdaa5,1c40343cc5d18c2d8248ac2f3366de34,signaling_and_security,0.2034,319.9,5.0,1.0,4.5455,0.0909,99.75,1.0,treatment_category,2026-01-01
d888f2a730513e235933fcc68ca8285a,Medium Value,signaling_and_security,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9624,71.35,4.0538,0.9108,4.0944,0.0645,99.75,1.0,treatment_intent,2026-01-01
32d6d86560d86248b6a4ee41ea3e4e42,Low Value,fashion_bags_accessories,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.93,1.0,control,2026-01-01
32d6d86560d86248b6a4ee41ea3e4e42,Low Value,fashion_bags_accessories,category_preference,d017a2151d543a9885604dc62a3d9dcc,6560211a19b47992c3666cc44a7e94c0,fashion_bags_accessories,0.3311,49.0,4.0576,0.8714,3.9594,0.0511,99.93,1.0,treatment_category,2026-01-01
32d6d86560d86248b6a4ee41ea3e4e42,Low Value,fashion_bags_accessories,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9324,71.35,4.0538,0.9108,4.0944,0.0645,99.93,1.0,treatment_intent,2026-01-01
7bcec0a536d8bc7b820ce1174ca64683,Low Value,health_beauty,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.91,1.0,control,2026-01-01
7bcec0a536d8bc7b820ce1174ca64683,Low Value,health_beauty,category_preference,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,health_beauty,0.6942,327.63,4.2371,0.9026,4.2183,0.131,99.91,1.0,treatment_category,2026-01-01
7bcec0a536d8bc7b820ce1174ca64683,Low Value,health_beauty,intent_aware,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,health_beauty,0.9805,327.63,4.2371,0.9026,4.2183,0.131,99.91,1.0,treatment_intent,2026-01-01
cde6d165fe4bf320761c30b6d62e94fc,Low Value,housewares,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,100.0,1.0,control,2026-01-01
cde6d165fe4bf320761c30b6d62e94fc,Low Value,housewares,category_preference,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,housewares,0.3725,59.39,4.0056,0.9071,4.0205,0.041,100.0,1.0,treatment_category,2026-01-01
cde6d165fe4bf320761c30b6d62e94fc,Low Value,housewares,intent_aware,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,furniture_decor,0.9324,71.35,4.0538,0.9108,4.0944,0.0645,100.0,1.0,treatment_intent,2026-01-01
93a66a0438461826a4e548e79f871ed8,Low Value,health_beauty,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,100.0,1.0,control,2026-01-01
93a66a0438461826a4e548e79f871ed8,Low Value,health_beauty,category_preference,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,health_beauty,0.6942,327.63,4.2371,0.9026,4.2183,0.131,100.0,1.0,treatment_category,2026-01-01
93a66a0438461826a4e548e79f871ed8,Low Value,health_beauty,intent_aware,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,health_beauty,0.9805,327.63,4.2371,0.9026,4.2183,0.131,100.0,1.0,treatment_intent,2026-01-01
064acbd9e11224b6714ff050c761f30c,Medium Value,office_furniture,popularity_based,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,bed_bath_table,0.8569,88.15,3.9444,0.877,3.8415,0.097,99.93,1.0,control,2026-01-01
